,Resenha,Rating,Resenha Modificada
694,"Cansativo
O título da minha resenha já diz tudo o que penso sobre esse livro. Sei que Tolkien é clássico, os filmes da série fazem sucesso (e eu gosto muito deles), mas esse livro... Já me senti exausta em suas primeiras páginas. Persisti na leitura, mas quanto mais lia, mais aborrecida ficava. Desisti!",2,cans títul resenh diz tud pens sobr livr sei tolkien cláss film séri faz sucess gost livr sent exaust prim págin persist leit quant lia aborrec fic desist
695,"Que livro fantástico!
J.R.R. Tolkien nos leva para um passeio dentro de sua mente de uma forma quase que real de tão absurdo que é a criatividade desse senhor.

O livro começa numa cidadezinha indolente do Condado, e de lá um jovem hobbit é encarregado de uma imensa tarefa. Ele deve empreender uma perigosa viagem através da Terra-média até as Fendas da Perdição, e lá destruir o Anél do Poder - a única coisa que impede o domínio maléfico do Senhor do Escuro.

Não se deixe desistir desse livro pelo começo um pouco cansativo, pelo fato de existir muitos detalhes que para alguns poderá se tornar bem enfadonho.

Esses detalhes do meio pra frente do livro vão se tornar uma das coisas que vai te prender a ler até o fim. Neles você verá lugares inesquecíveis e histórias sensacionais.

Leia até o fim e você irá entender o que eu quero dizer.

Livro mais do que recomendado.

E que venha ""As Duas Torres "".",5,livr fant tolkien lev passei dentr ment form quas real tão absurd criat dess senh livr começ cidad indol cond lá jov hobbit encarreg imens taref dev empreend perig viag através fend perd lá destru anél pod únic cois imped domíni maléf senh escur deix desist dess livr começ pouc cans fat exist muit detalh algum pod torn bem enfadonh detalh mei pra frent livr vão torn cois vai prend ler fim nel ver lug inesquec histór sensac lei fim irá entend quer diz livr recomend venh dua torr
696,"O que dizer sobre o livro?
Simplesmente fantástico. ""O Senhor dos Anéis"" é um dos melhores livros que já li. O mundo criado por Tolkien é vasto, palpável, inteligente, curioso e único. Os persongens são muito bem desenvolvidos. Os costumes e culturas das várias raças apresentadas nesta história são muito bem mostradas e exploradas. Por exemplo, é muito interessante e até mesmo engraçado a visão de um ""hobbit de respeito"" no Condado. Ele deve ser quieto, nunca passar do Água (uma espécie de fronteira entre o Condado e resto do mundo) e se manter sempre ocupado com os afazeres de sua casa, ter boa comida e várias refeições. Do contrário, ele fica mal visto na comunidade, sendo considerado ""aventureiro demais"" para os padrões calmos dos hobbits. É hilário.
Ou então, em outra visão de cultura, temos os elfos, que são vistos como um povo misterioso, mas, alegre, que sempre estão a cantar, recitar poemas e poesias e viverem exclusos no ""mundo deles"". A maioria não se dirige a outras raças, a menos que tenham concedido respeito à raça em questão (como Bilbo conseguiu o respeito dos elfos para os hobbits no livro anterior à essa trilogia, ""O Hobbit""). Isso é muito interessante.
Tolkien fez A OBRA de fantasia definitiva.

Quais os destaques do livro?
Com certeza o maior destaque de toda a obra é complexidade dela. Não que ela seja dificil de se ler (e nem fácil), mas, ela tão complexa que pode ser comparada ao nosso mundo em questão de variedade de raças, culturas, lugares, seres, fatos históricos e tudo o que um mundo real tem direito. Para vocês terem uma idéia de quão complexa é a obra de ""O Senhor dos Anéis"", a história desta trilogia se inicia no fim da Terceira Era. Antes houve duas outras eras, com seus fatos histórias importantes permeando-a e mudando o mundo ao redor. Por exemplo, na Segunda Era (que não é contada neste livro) Sauron ainda tinha um corpo físico e era o ""bola da vez"". Mandava e desmanvada em tudo. Era soberano e imperou em meio ao caos. E isso foi a milhares de anos antes desta história. A Primeira Era é mais antiga ainda e nela os humanos nem existiam ainda e Sauron era um mero aprendiz do primeiro Senhor do Escuro, um ser demoniaco, um deus caído, que espalhava o caos pela Terra-Média. Viram como tudo é complexo. E estes fatos são apenas citados nesta trilogia, mas, sem eles nada disso estaria acontecendo. É como uma aula de história.

Quais os pontos negativos do livro?
Os unicos pontos negativos vão para a narrativa às vezes arrastada e extremamente detalhista de Tolkien. E olha que eu adoro livros detalhistas e ""devagares"". Mas, o autor, por vezes se prendia a descrever paisagens que não tinham tanta importancia para o momento em questão e acabava perdendo seu foco quanto à situação que estava se passando, nos fazendo esquecer onde estava o personagem daquela cena e o que ele pretendia. Isso acontece muitas vezes no segundo livro da trilogia, ""As Duas Torres"", mas, no terceiro volume, Tolkien meio que não encontra tempo para adentrar em suas cansativas descrições de paisagens, já que ""O Retorno do Rei"" é um livro cheio de ação, aventura, batalhas e situações angustiantes (muuuuuito angustiantes).
Outro ponto negativo na obra é a falta da ""força feminina"" pela história. As únicas mulheres que aparecem pela história são colocadas como medrosas, frageis e sensiveis, mesmo com seus objetivos fortes e traçados. Aparecem brevemente e logo são deixadas para segundo plano ou nem voltam a aparecer mais. Isso foi muito chato, pois, muitas personagens poderiam ter sido mais desenvolvidas.

Concluindo:
Ler ""O Senhor dos Anéis"" foi uma das melhores coisas que já fiz na vida. Um livro fantástico do início ao fim que me agraciou com momentos de aventura, amizade, companherismo, tensão, orgulho. Me fez ficar com raiva de alguns personagens, adorar outros, torcer por outros e ficar curioso quanto à várias situações. Tenho certeza de que nunca mais esquecerei os vários momentos e situações que passei ao acompanhar Frodo e Sam rumo à destruição do Um Anel!",5,diz sobr livr simples fant senh anel melhor livr li mund cri tolkien vast palp intelig curi únic persong bem desenvolv costum cult vár raç apresent nest histór bem mostr explor exempl interess engraç vis hobbit respeit cond dev quiet nunc pass águ espéci fronteir cond rest mund mant sempr ocup afaz cas ter boa com vár refe contr fic mal vist comunidad send consider aventur demal padr calm hobbit hil ent outr vis cult elf vist pov misteri alegr sempr cant recit poem poes viv exclus mund maior dirig outr raç menos conced respeit raç quest bilb consegu respeit elf hobbit livr anteri trilog hobbit interess tolkien fez obr fantas defini qual destaqu livr cert mai destaqu tod obr complex dificil ler fácil tão complex pod compar mund quest variedad raç cult lug ser fat histór tud mund real direit ter idé quã complex obr senh anel histór dest trilog inic fim terc ant dua outr era fat histór import mud mund redor exempl segund cont nest livr sauron aind corp físic bol vez mand desmanv tud sober imper mei cao milh ano ant dest histór prim antig aind nel human exist aind sauron mer aprendiz prim senh escur demoniac deu caíd espalh cao vir tud complex fat apen cit nest trilog nad diss est acontec aul histór qual pont nega livr unic pont nega vão narr vez arrast extrem detalh tolkien olh ador livr detalh devag autor vez prend descrev pais tant importanc moment quest acab perd foc quant situ pass faz esquec ond person daquel cen pretend acontec muit vez segund livr trilog dua torr terc volum tolkien mei encontr temp adentr cans descr pais retorn rei livr chei açã avent batalh situ angusti muuuuuit angusti outr pont nega obr falt forç feminin histór únic mulh aparec histór coloc medr fragel sensi obje fort traç aparec brev log deix segund plan volt aparec chat poi muit person pod ter sid desenvolv conclu ler senh anel melhor cois fiz vid livr fant iníci fim agraci moment avent amizad companher tens orgulh fez fic raiv algum person ador outr torc outr fic curi quant vár situ cert nunc esquec vári moment situ pass acompanh frod sam rum destru anel
697,"Senhor dos Anéis e a Sociedade do Anél - Tolkien
Sinopse: ""Numa cidadezinha indolente do Condado, um jovem hobbit é encarregado de uma imensa tarefa. Deve empreender uma perigosa viagem através da Terra-média até Fendas da Perdição, e lá destruir o Anél do Poder - a única coisa que impede o domínio maléfico do Senhor do Escuro.""



Pra quem não leu o Hobbit primeiro, Tolkien dá uma ""palinha"" no início do livro, só que na minha humilde opinião, é um pouco extensa e difícil por ter muitos personagens e acabar confundindo um pouco depois. Preferi até ver o filme antes (coisa que eu odeio) para conseguir me familiarizar com cada personagem. Passado esse mínimo encomodo, comecei uma leitura maravilhosa. O livro é cheio de ricos detalhes que deixam a leitura mais gostosa e ""viciante"" por assim dizer. Criei muitas expectativas a respeito deste livro e não me decepcionei nem um pouco. Adoro leitura fantasia e esse representa muito bem o que é um ótimo livro de fantasia. Demorei pra começar a ler este livro porque desisti duas vezes na ""palinha"" que ele deu, mas me arrependo muito por ter adiado essa fantástica viagem literária. Recomendo a vocês a continuarem a leitura porque vale muito a pena.


Lido em: 2011.",5,senh anel sociedad anél tolkien sinops cidad indol cond jov hobbit encarreg imens taref dev empreend perig viag através fend perd lá destru anél pod únic cois imped domíni maléf senh escur pra leu hobbit prim tolkien dá pal iníci livr humild opin pouc extens difícil ter muit person acab confund pouc prefer ver film ant cois odei consegu familiar cad person pass mín encomod comec leit maravilh livr chei ric detalh deix leit gost vici assim diz cri muit expect respeit dest livr decepcion pouc ador leit fantas represent bem ótim livr fantas demor pra começ ler livr porqu desist dua vez pal deu arrep ter adi fant viag literár recom continu leit porqu val pen lid
698,"Tolkien criou um mundo!
Penso que ninguém vai para o túmulo feliz por completo sem antes ter tido a dádiva de conhecer a Terra Média.
Tolkien criou um mundo que muitos autores, passe quantas gerações forem necessárias, terão como base.
Ele não criou em suas histórias apenas personagens míticos, magia, lugares inexistentes e afins. Ele fez com que tudo isso fosse, de certa forma, REAL.
Digo real, porque a complexidade de suas histórias (todas entrelaçadas em seu próprio mundo) é tamanha, que por hora você acredita que é impossível ter havido neurônios o suficiente para detalhar o inexistente da forma que Tolkien o faz.
Se quem criou céu, terra, água, homem, mulher... foi Deus. Então Tolkien também pode ser considerado como uma espécime de Deus por ter criado o seu mundo particular no papel.",5,tolkien cri mund pens ninguém vai túmul feliz complet ant ter tid dádiv conhec terr méd tolkien cri mund muit autor pass quant ger necessár bas cri histór apen person mític mag lug inexist afim fez tud cert form real dig real porqu complex histór tod entrelaç própri mund tamanh hor acredit imposs ter hav neurôni sufici detalh inexist form tolkien faz cri céu terr águ hom mulh deu ent tolkien pod consider espécim deu ter cri mund particul papel
699,Número de Leituras: 2x,5,númer leit
700,"Senhor dos Anéis - A sociedade do Anel
Tolkien foi um gênio. Senhor dos Anéis é um universo fantástico.",5,senh anel sociedad anel tolkien gêni senh anel univers fant
701,"A melhor fantasia já escrita!
Depois de ter lido pela segunda vez essa obra eu não poderia deixar de dizer que ela é sem sombra de dúvida a melhor obra de fantasia já escrita até hoje. Nenhum autor consegue descrever tanto um mundo cheio de detalhes, maravilhas, medos e sombras como Tolkien consegue. Viajamos juntos com a comitiva, sofremos seus medos e nos alegramos com suas brincadeiras. Faz com que pelo menos por um dia pudéssemos ser transportados para o continente da Terra-Média para vermos os maravilhosos elfos, ou provarmos de uma carne de porco assada nas montanhas solitárias pelos Anões, ou apreciar uma boa cerveja em uma toca de hobbit ouvindo-os cantar e contar historias.
Um mundo maravilhoso, vindo de uma mente maravilhosa.",5,melhor fantas escrit ter lid segund vez obr pod deix diz sombr dúv melhor obr fantas escrit hoj nenhum autor conseg descrev tant mund chei detalh maravilh med sombr tolkien conseg viaj junt comi sofr med alegr brinc faz menos dia pudéss transport contin verm maravilh elf prov carn porc ass montanh solitár anõ apreci boa cervej toc hobbit cant cont hist mund maravilh vind ment maravilh
702,"Bom, mas massante.
A história é muito boa, só que as coisas demoram demais a acontecer.. o autor descreve as coisas tão detalhadamente que o livro acaba caindo no tédio. Espero um dia ter coragem de retomar a leitura, porque realmente tem uma história muito boa.",0,bom mass histór boa cois demor demal acontec autor descrev cois tão detalhad livr acab caind tédi esper dia ter corag retom leit porqu real histór boa
703,"Tudo o que eu etnho a falar aqui é que dos três livros o filme que faz menos juz ao livro é o ""A Sociedade do Anel"". Quantas aventuras cortadas, quantas partes maravilhosas retiradas. O livro é perfeito e cheios de aventuras, ao conttrário do filme.",5,tud etnh fal aqu trê livr film faz menos juz livr sociedad anel quant avent cort quant part maravilh retir livr perfeit chei avent conttr film
704,"""A sociedade do anel"": um livro perfeito
Este livro de J.R.R. Tolkien, parte de um grandioso projeto, é monumental e merece ser lido com toda a atenção e com todo o respeito. Tolkien elaborou, numa série de livros, todo um mundo paralelo com detalhismo notável, servindo o cenário de pano de fundo para o perene tema da luta cósmica entre o Bem e o Mal. Gandalf e Frodo são personagens marcantes e inesquecíveis. ""A sociedade do anel"" teve até uma boa adaptação cinematográfica, mas o livro em si é superior.",5,sociedad anel livr perfeit livr tolkien part grandi projet monument merec lid tod atenç tod respeit tolkien elabor séri livr tod mund paralel detalh not serv cen pan fund peren tem lut cósm bem mal gandalf frod person marc inesquec sociedad anel boa adapt cinematográf livr si superi
705,"Épico clássico
Trata-se de um absurdo de inteligência e criatividade, um romance onde o escritor criou um verdadeiro mundo à parte. Cada passagem traz um detalhamento precioso de lugares e épocas por vezes distantes. Existe até um vocabulário próprio criado na mais pura ficção do romance. Demorei pra ler os três volumes, mas valeu cada capítulo. Recomendo .",5,épic cláss absurd intelig criat romanc ond escri cri verd mund part cad pass traz detalh precios lug époc vez dist exist vocabul própri cri pur ficçã romanc demor pra ler trê volum val cad capítul recom
706,"Meu Favorito Para Sempre!!!
Simplesmente perfeito!!! Tolkien consegue por meio de palavras te levar para um lugar totalmente real, não tem como não acreditar na existêcia da Terra-Média. A saga toda vale muito a pena. Esse livro aguçou meu gosto pela leitura!!! A Fantasia pode ser algo real, se você duvida leia O Senhor dos Anéis!!!",5,favorit sempr simples perfeit tolkien conseg mei palavr lev lug total real acredit existêc sag tod val pen livr aguç gost leit fantas pod alg real duvid lei senh anel
707,"Não tenho palavras para esse livro, mas digo que não são para todos, pois há muita descrição que chega a ser entediante.

O melhor mesmo, são as suas continuações.",4,palavr livr dig tod poi muit descr cheg entedi melhor continu
708,"Um livro fantástico



Estupenda leitura. Gostei bastante. Do inicio ao fim. Mas, antes, cometi um erro. Eu li resenhas que foram feitas para ele e lá um ou outro sempre dizia que o livro era um pouco cansativo e maçante. E foi o que, de fato, acabei achando. Mas foi apenas pelo meio do livro. O começo é esplendido e o final também. Espero gostar tanto dos outros dois como deste. Nota dez! Adorei os hobbits.",5,livr fant estupend leit gost bast inici fim ant comet err li resenh feit lá outr sempr diz livr pouc fat acab ach apen mei livr começ esplend esper gost tant outr doi dest not dez ador
709,"O primeiro de muitos
Esse foi o primeiro livro de JRR TOLKIEN que eu li, na primeira vez não consegui passar das primeiras 50 paginas, logo depois(3 anos depois) tentei ler novamente e finalmente minha mente se abriu para esse novo mundo chamado TERRA MÉDIA.
De uma linguagem unica que te transporta para um novo mundo e enche sua imaginação de delírios, esse é A SOCIEDADE DO ANEL o principio de uma saga inesquecível.
Recomendo a todos que querem momentos agradáveis.",5,prim muit prim livr jrr tolkien li prim vez consegu pass prim pagin log ano tent ler nov final ment abr nov mund cham terr méd lingu unic transport nov mund ench imagin delíri sociedad anel principi sag inesquec recom tod quer moment agrad
710,"Histórico
Lido em 2003

Simplesmente a melhor trilogia sobre a terra média, J.R.R. Tolkien é o melhor e digo que será sempre o melhor nesse tipo de literatura.",5,histór lid simples melhor trilog sobr terr méd tolkien melhor dig sempr melhor ness tip literat
711,"Ótimo!
Tolkien sem dúvida deixa claro já neste livro da série sua imaginação e grandiosidade do mundo épico e aventuras, história original!
As vezes um tanto complicado o entendimento, mas literalmente um clássico, q nos faz aprofundarmos na imaginação das Terras Médias e seus personagens! ;)",4,ótim tolkien dúv deix clar nest livr séri imagin grandios mund épic avent histór orig vez tant complic entend liter cláss q faz aprofund imagin terr méd person
712,"Grande Tolkien
Esse livro é incrivél.

Li Silmarillion e Hobbit antes desse, e isso já me deu uma preparação melhor pra esse incrivél mundo fictício que Tolkien criou, é tão minucioso que chego a pensar que este mundo realmente existiu.

Meu único problema é que as vezes Tolkien descreve demais e acaba cansando o leitor. Se ele fosse direto ao ponto todas as vezes, a leitura se tornaria mais divertida do que já é e menos cansativa.
Porém, isso não diminui em nada o valor da sua arte.

As melhor parte do livro pra mim foi a passagem por Moria.

P.S. Eu ainda não assisti nenhum dos filmes.",4,grand tolkien livr incrivél li silmarillion hobbit ant dess deu prepar melhor pra incrivél mund fictíci tolkien cri tão minuci cheg pens mund real exist únic problem vez tolkien descrev demal acab cans leit diret pont tod vez leit torn divert menos cans porém diminu nad val art melhor part livr pra mim pass mor aind assist nenhum film
713,"Ótimo!
O livro é realmente maravilhoso, embora eu seja suspeita pra dizer isso: aventura e mundos fantásticos são meu tipo preferido de livro, e eu não havia visto ainda o primeiro filme. As imagens de cenários e personagens dependeram da minha imaginação, o que é um pouco difícil. Mas como sou muito viajada, dei conta do recado.

Achei tudo muito empolgante, há partes calmas e tranquilas, como há partes de tirar o fôlego. Gostei muito do começo, da festa de Bilbo, da viagem dos 4 hobbits a Valfenda, do Conselho, de Lórien, e do fim. A única parte que achei cansativa é depois do Conselho até a chegada em Moria. Aí começa a ficar interessante: o que acontece em Moria foi maravilhosamente fantástico.

As descrições são tão boas que eu juro sentir as mesmas coisas que os hobbits. Quando Gandalf está por perto, há sensação de segurança, e quando ele não está, tenho medo de que algo aconteça com os pequenos. ""Me senti"" completamente segura em Valfenda e em Lórien, com seus magníficos campos. Os cavalheiros negros são terríveis, e a parte que a espada é cravada em Frodo é muito bem descrita.

Além disso, acho que o filme não chega aos pés do livro. Apesar de ver os filmes, só depois de ler o primeiro livro é que compreendi o grande poder do Um Anel e tudo que ele causa a uma pessoa, ou até mesmo uma comitiva.

Foi ótimo viajar pelos lugares do livro, seja no Pônei Saltitante, na Floresta Velha (com o velho salgueiro!), nos campos do Quarta Leste e nas lindas paisagens de Lórien. E conhecer diversas personagens, como o Tom Bombadil e sua esposa, o Velho Salgueiro, um balrog (!), Bill Samambaia, Carrapicho e Galadriel.

Se você já viu os filmes e está em dúvida se quer ler ou não a trilogia de Senhor dos Anéis, aí vai meu comentário: Só após ler os livros vai compreender e conhecer a imensidão de fatos e personagens que Tolkien imagina. Há muita, muita coisa por trás dos filmes.

(se eu errei algum nome, me desculpem xD)",5,ótim livr real maravilh emb suspeit pra diz avent mund fant tip prefer livr hav vist aind prim film imag cen person depend imagin pouc difícil viaj dei cont rec ach tud empolg part calm tranquil part tir fôleg gost começ fest bilb viag hobbit valfend conselh lórien fim únic part ach cans conselh cheg mor aí começ fic interess acontec mor maravilhos fant descr tão boa jur sent mesm cois hobbit gandalf pert sens seguranç med alg aconteç pequen sent complet segur valfend lórien magníf camp cavalh negr terr part esp crav frod bem descrit além diss ach film cheg pé livr apes ver film ler prim livr compreend grand pod anel tud caus pesso comi ótim viaj lug livr pôn saltit florest velh velh salgu camp quart lest lind pais lórien conhec divers person tom bombadil esp velh salgu balrog bill samamba carrapich galadriel viu film dúv qu ler trilog senh anel aí vai coment após ler livr vai compreend conhec imens fat person tolkien imagin muit muit cois trá film err algum nom desculp xd
714,"A verdade é que rodo mundo exagera quando fala de Senhor dos anéis. Admito que demorei para terminar de ler, mas não foi porque o livro era detalhista demais. E sim por causa do filme. Apesar de ser uma das melhores produções de livros para o cinema, o filme ainda estraga o livro. Eu fiquei muito tempo esperando que a história fosse igual a do filme, mas é lógico que não é. Há muito mais explicações. E sim, pode até ser verdade que as coisas demorem mais que o normal para acontecerem, e quando elas realmente acontecem, são rápidas demais. Apesar disso o livro tem uma excelente narrativa. Fiquei completamente fascinada pela Terra média.

Mas vou ser honesta, vou enrolar um pouco para ler As duas torres.",4,verdad rod mund exag fal senh anel admit demor termin ler porqu livr detalh demal sim caus film apes melhor produç livr cinem film aind estrag livr fiq temp esper histór igual film lógic explic sim pod verdad cois demor norm acontec real acontec rápid demal apes diss livr excel narr fiq complet fascin terr méd vou honest vou enrol pouc ler dua torr
715,"A sociedade do Anel
Gostei bastante do livro, prefiro livros mais reais, mas este é muito gostoso de ler, muita ação e aventura, bem melhor que o filme, com muitas partes omitidas bem legal, recomendo.",4,sociedad anel gost bast livr prefir livr real gost ler muit açã avent bem melhor film muit part omit bem legal recom
716,"Embora tenha um início um tanto maçante, A Sociedade do Anel melhora após o Conselho de Elrond - um dos últimos capítulos do livro I. É interessante observar que a narrativa torna-se mais chamativa quando realmente acreditamos que O Senhor dos Anéis é uma compilação do Livro Vermelho do Marco Ocidental, escrito por Bilbo Bolseiro, o protagonista do livro O Hobbit, supostamente compilado da obra Lá e De Volta Outra Vez, escrita pelo mesmo Bolseiro. Também é interessante ler A Sociedade do Anel - assim como os outros dois livros que compõem a série - simultaneamente à consulta em O Silmarillion e nos apêndices de O Retorno do Rei, de forma a melhorar a compreensão dos calendários, das raças e dos fatos anteriores criados por Tolkien.",5,emb iníci tant maç sociedad anel melhor após conselh elrond últ capítul livr interess observ narr cham real acredit senh anel compil livr vermelh marc ocident escrit bilb bols protagon livr hobbit supost compil obr lá volt outr vez escrit bols interess ler sociedad anel assim outr doi livr compõ séri simultane consult silmarillion apênd retorn rei form melhor compreens calend raç fat anteri cri tolkien
717,"Após a aventura de um Hobbit... mais hobbits
J.R.R. Tolkien, abrandaremos seu carro chefe. Do Hobbit, ao Senhor dos Anéis! Porem, é muito provavel que, somente ao ler o título do livro, muitas pessoas já vão sentir suas mentes serem preenchidas, seja pelas lembranças dos três espetaculares filmes baseados na obra, pois muitos apenas viram os estupendo filmes, mas devo atestar que, dos livros lhe tirarão espetaculares elogios, até por conta do filme terem ligerias mudanças para com a obra escrita.

O Senhor dos Anéis é uma obra vasta e riquíssima de imaginação, e para que ainda não sabe, este texto irá lhe esclarecer que é dividida em três volumes, sendo eles: A Sociedade do Anel, As Duas Torres e O Retorno do Rei.

Na primeira parte, cujo falaremos agora, encontramos a seqüência do livro O Hobbit, que narra as aventuras de Bilbo Bolseiro, um hobbit, como indica o título, que se envolve em uma grande jornada e durante a mesma encontra o Um Anel, o objeto em torno do qual gira a trama dos demais livros. Já falamos dele antes, para lembrar clique aqui.

Em A Sociedade do Anel, as atenções continuam voltadas para os hobbits, desta vez na figura de Frodo Bolseiro, sobrinho de Bilbo e que herda o Um Anel, o que ele não sabe é que o tal objeto é o mesmo de uma antiga lenda sobre Sauron, o Senhor do Escuro e que é um artefato poderoso e amaldiçoado que corrompe todos aqueles que o possuem. É a partir dessa descoberta, feita pelo mago Gandalf, amigo de Bilbo e de Frodo, que todo o corre-corre começa, Gandalf sabe que Sauron não está morto e que procura o Anel, por isso envia Frodo junto com Sam, outro Hobbit, em uma jornada perigosa e mortal para tentar impedir que o objeto caia nas mãos erradas, durante toda a campanha outros personagens fantásticos e fundamentais na trama surgirão como os humanos para fazer de fato, A Sociedade do Anel.
Aragorn, Boromir, o elfo Legolas, o anão Gimli, o mago Gandalf, os hobbits Merry e Pippin juntos partem aos portões de Mordor para destruir o artefato que dá poder ao Senhor do Escuro.

Essa grande aventura criada por Tolkien é deveras densa, mas trabalha coisas simples do dia-a-dia, e que as vezes nos passam despercebidas, como o fato de o destino de toda uma terra estar nas mãos dos menores e supostamente mais fracos seres, os Hobbits, não dá pra não fazer um paralelo com nossas próprias vidas e mundo, onde as aparências são tão importantes e a lei do mais forte impera, Tolkien nos mostra que somos capazes de coisas incríveis independente de sermos grandes, ricos ou fortes, basta acreditarmos em nós mesmos e se for possível, termos amigos de verdade, como no caso de Sam e Frodo, uma amizade que existe pelo amor mútuo que sentem, uma amizade do tipo em que um se doa pelo o outro sem esperar nada em troca, ambos capazes dar a vida pelo amigo. Um outro ponto interessante no enredo é a relação entre Gimli, o anão e Legolas o elfo, duas raças que se toleram, mas que guardam profundo rancor uma pela outra, ainda assim os dois fantásticos guerreiros aprendem a colocar suas diferenças de lado por um bem maior, quem dera isso acontecesse entre negros e brancos, ricos e pobres, homens e mulheres, talvez fosse um sonho também de Tolkien que isso acontecesse.
Muitas vezes as pessoas olham o título de um livro como o Senhor dos Anéis e pensam: coisa de criança, baboseira fantasiosa, mas não imaginam como temas tão atuais como preconceito, amizade, superação e amor podem ser tratados de maneira tão direta e profunda através de uma história aparentemente distante de nossa realidade. A Sociedade do Anel nada mais é do que a representação de nossa sociedade, nossos medos e rancores, mas também nossa esperança de que tudo pode mudar para melhor, que podemos superar tudo e transformar nosso mundo e nossas vidas em algo extraordinário.
O Um Anel, objeto que só traz a tona o piro das pessoas que o possuem, explicita nossa ganância e ambição e como podemos ser destrutivos. È contra esse mal que habita nossas almas que a Sociedade irá lutar, tendo que levar o Anel até a terra de Mordor, onde foi forjado, para ali destruí-lo e se não fosse ruim já ter que enfrentar os asquerosos orcs, ainda terão que derrotar suas próprias fraquezas para não perecer na jornada, algo que fica claro na luta de consciência travada por Boromir, entre fazer o que é certo ou o que parece mais fácil, luta que travamos todos os dias nas mais diversas situações. Tudo isso e muito mais você encontrará nas páginas de O Senhor dos Anéis  A Sociedade do Anel, aventure-se e descubra um pouco mais sobre sua própria natureza, enquanto vaga pela Terra Média.

Chegará um dia em que os Hobbits governarão o destino de todos.",0,após avent hobbit hobbit tolkien abrand carr chef hobbit senh anel por prova soment ler títul livr muit pesso vão sent ment ser preench lembranç trê espetacul film base obr poi muit apen vir estup film dev atest livr tir espetacul elogi cont film ter lig mudanç obr escrit senh anel obr vast riqu imagin aind sab text irá esclarec divid trê volum send sociedad anel dua torr retorn rei prim part cuj fal agor encontr seqü livr hobbit narr avent bilb bols hobbit indic títul envolv grand jorn dur mesm encontr anel objet torn gir tram demal livr fal ant lembr cliqu aqu sociedad anel atenç continu volt hobbit dest vez figur frod bols sobr bilb herd anel sab tal objet antig lend sobr sauron senh escur artefat poder amaldiço corromp tod possu part dess descobert feit mag gandalf amig bilb frod tod começ gandalf sab sauron mort proc anel env frod junt sam outr hobbit jorn perig mort tent imped objet cai mão err dur tod campanh outr person fant fundament tram surg human faz fat sociedad anel aragorn borom elf legol anã giml mag gandalf hobbit merry pippin junt part portã mord destru artefat dá pod senh escur grand avent cri tolkien dev dens trabalh cois simpl vez pass desperceb fat destin tod terr mão men supost frac ser hobbit dá pra faz paralel própr vid mund ond apar tão import lei fort imp tolkien mostr capaz cois incr independ serm grand ric fort bast acredit mesm possível term amig verdad cas sam frod amizad exist am mútu sent amizad tip doa outr esper nad troc ambos capaz dar vid amig outr pont interess enred relaç giml anã legol elf dua raç tol guard profund ranc outr aind assim doi fant guerr aprend coloc diferenç lad bem mai der acontec negr branc ric pobr hom mulh talv sonh tolkien acontec muit vez pesso olh títul livr senh anel pens crianç babos imagin tem tão atual preconceit amizad super am pod trat man tão diret profund através histór aparent dist real sociedad anel nad represent sociedad med ranc esperanç tud pod mud melhor pod super tud transform mund vid alg extraordin anel objet traz ton pir pesso possu explicit ganânc amb pod destru è contr mal habit alm sociedad irá lut tend lev anel terr mord ond forj ali ruim ter enfrent asquer orc aind derrot própr fraqu perec jorn alg fic clar lut consci trav borom faz cert parec fácil lut trav tod dia divers situ tud encontr págin senh anel sociedad anel descubr pouc sobr própr natur enquant vag terr méd dia hobbit govern destin
